Participant,Item,SentType,Rating,TrialOrder
12,28,need,1,78
12,8,need,1,91
12,47,negative-concord,4,5
12,41,negative-concord,3,9
12,42,negative-concord,1,13
12,48,negative-concord,2,14
12,44,negative-concord,2,16
12,46,negative-concord,2,29
12,43,negative-concord,1,50
12,45,negative-concord,1,81
12,86,non-factive-believe,7,11
12,83,non-factive-believe,7,18
12,81,non-factive-believe,7,31
12,85,non-factive-believe,7,41
12,82,non-factive-believe,7,47
12,87,non-factive-believe,7,68
12,84,non-factive-believe,7,92
12,88,non-factive-believe,7,98
12,96,raising-seem,7,33
12,94,raising-seem,7,35
12,93,raising-seem,7,37
12,90,raising-seem,7,51
12,95,raising-seem,7,85
12,89,raising-seem,7,87
12,91,raising-seem,7,88
12,92,raising-seem,7,99
12,52,singular-dont,3,34
12,49,singular-dont,3,54
12,54,singular-dont,1,56
12,53,singular-dont,1,64
12,50,singular-dont,3,66
12,55,singular-dont,1,71
12,56,singular-dont,1,74
12,51,singular-dont,1,77
12,25,need,1,19
12,9,need,2,25
12,17,need,1,32
12,5,need,1,48
12,29,need,2,52
12,21,need,1,69
12,1,need,1,89
12,13,need,1,100
12,22,want,1,10
12,26,want,1,12
12,2,want,2,21
12,6,want,1,38
12,14,want,3,40
12,10,want,2,43
12,30,want,1,76
12,18,want,2,96
13,61,2-word-order-errors,1,9
13,63,2-word-order-errors,1,15
13,60,2-word-order-errors,1,23
13,57,2-word-order-errors,1,37
13,59,2-word-order-errors,1,38
13,58,2-word-order-errors,1,59
13,64,2-word-order-errors,1,70
13,62,2-word-order-errors,1,95
13,36,be-drop,1,27
13,39,be-drop,7,47
13,40,be-drop,1,62
13,33,be-drop,1,84
13,34,be-drop,1,85
13,38,be-drop,1,87
13,37,be-drop,7,97
13,35,be-drop,1,99
13,72,causative,7,11
13,71,causative,7,17
13,67,causative,7,18
13,65,causative,7,24
13,66,causative,7,33
13,68,causative,7,56
13,69,causative,7,65
13,70,causative,7,82
13,74,factive-say,7,14
13,76,factive-say,7,20
13,77,factive-say,7,28
13,80,factive-say,7,31
13,75,factive-say,7,35
13,78,factive-say,7,40
13,73,factive-say,7,44
13,79,factive-say,7,75
13,31,like,1,21
13,27,like,1,34
13,23,like,3,48
13,11,like,2,50
13,7,like,1,60
13,19,like,1,63
13,3,like,1,80
13,15,like,1,89
13,8,need,3,12
13,20,need,1,29
13,4,need,1,32
13,28,need,1,36
13,32,need,1,39
13,24,need,2,52
13,12,need,1,76
13,16,need,1,91
13,48,negative-concord,6,5
13,47,negative-concord,6,51
13,46,negative-concord,6,64
13,45,negative-concord,6,68
13,43,negative-concord,6,79
13,41,negative-concord,6,81
13,44,negative-concord,6,88
13,42,negative-concord,6,90
13,82,non-factive-believe,7,30
13,87,non-factive-believe,7,46
13,86,non-factive-believe,7,54
13,83,non-factive-believe,7,57
13,81,non-factive-believe,7,66
13,85,non-factive-believe,7,72
13,84,non-factive-believe,7,74
13,88,non-factive-believe,7,93
13,90,raising-seem,6,13
13,94,raising-seem,7,22
13,92,raising-seem,7,26
13,91,raising-seem,7,41
13,93,raising-seem,7,49
13,95,raising-seem,7,53
13,96,raising-seem,7,61
13,89,raising-seem,7,92
13,51,singular-dont,6,6
13,54,singular-dont,6,7
13,55,singular-dont,6,19
13,53,singular-dont,6,43
13,52,singular-dont,6,55
13,49,singular-dont,6,77
13,50,singular-dont,6,78
13,56,singular-dont,6,98
13,1,need,3,8
13,29,need,4,45
13,5,need,1,58
13,21,need,1,67
13,17,need,1,71
13,9,need,1,73
13,25,need,1,83
13,13,need,1,94
13,14,want,1,10
13,6,want,1,16
13,2,want,1,25
13,30,want,1,42
13,22,want,1,69
13,26,want,1,86
13,18,want,1,96
13,10,want,1,100
14,61,2-word-order-errors,3,17
14,63,2-word-order-errors,1,31
14,64,2-word-order-errors,1,39
14,59,2-word-order-errors,2,51
14,60,2-word-order-errors,1,64
14,57,2-word-order-errors,1,77
14,58,2-word-order-errors,1,83
14,62,2-word-order-errors,1,88
14,39,be-drop,7,5
14,33,be-drop,2,21
14,37,be-drop,3,24
14,36,be-drop,3,42
14,38,be-drop,2,87
14,35,be-drop,2,89
14,40,be-drop,2,95
14,34,be-drop,2,99
14,67,causative,7,22
14,70,causative,6,25
14,69,causative,7,40
14,71,causative,7,56
14,68,causative,7,57
14,72,causative,7,67
14,65,causative,7,70
14,66,causative,7,92
14,77,factive-say,7,9
14,80,factive-say,5,12
14,78,factive-say,7,18
14,79,factive-say,7,36
14,75,factive-say,7,44
14,76,factive-say,7,46
14,74,factive-say,7,59
14,73,factive-say,7,81
14,19,like,2,11
14,31,like,1,13
14,23,like,1,15
14,27,like,2,50
14,3,like,2,52
14,7,like,1,54
14,11,like,2,72
14,15,like,2,100
14,8,need,2,26
14,20,need,2,28
14,32,need,2,58
14,24,need,2,66
14,28,need,2,80
14,4,need,2,84
14,12,need,2,86
14,16,need,2,91
14,43,negative-concord,5,8
14,45,negative-concord,6,14
14,46,negative-concord,5,19
14,42,negative-concord,6,23
14,48,negative-concord,5,37
14,44,negative-concord,5,62
14,41,negative-concord,5,90
14,47,negative-concord,6,93
14,83,non-factive-believe,7,7
14,82,non-factive-believe,6,32
14,81,non-factive-believe,7,34
14,85,non-factive-believe,7,53
14,86,non-factive-believe,7,60
14,84,non-factive-believe,7,63
14,88,non-factive-believe,7,73
14,87,non-factive-believe,7,98
14,92,raising-seem,7,27
14,94,raising-seem,7,29
14,91,raising-seem,7,49
14,96,raising-seem,7,55
14,93,raising-seem,7,65
14,90,raising-seem,7,68
14,89,raising-seem,7,71
14,95,raising-seem,7,85
14,56,singular-dont,5,10
14,49,singular-dont,6,16
14,51,singular-dont,5,47
14,52,singular-dont,5,75
14,50,singular-dont,5,76
14,55,singular-dont,5,79
14,53,singular-dont,5,82
14,54,singular-dont,6,96
14,29,need,3,30
14,17,need,1,35
14,9,need,2,41
14,13,need,2,43
14,25,need,1,48
14,1,need,2,69
14,21,need,2,74
14,5,need,2,97
14,26,want,2,6
14,10,want,2,20
14,2,want,2,33
14,18,want,2,38
14,22,want,2,45
14,6,want,1,61
14,14,want,3,78
14,30,want,2,94
15,62,2-word-order-errors,1,16
15,57,2-word-order-errors,1,32
15,63,2-word-order-errors,1,35
15,59,2-word-order-errors,1,63
15,61,2-word-order-errors,1,66
15,64,2-word-order-errors,1,70
15,60,2-word-order-errors,1,74
15,58,2-word-order-errors,1,84
15,40,be-drop,1,21
15,35,be-drop,7,39
15,33,be-drop,1,43
15,38,be-drop,1,48
15,36,be-drop,1,58
15,37,be-drop,1,60
15,39,be-drop,1,78
15,34,be-drop,7,94
15,68,causative,6,7
15,70,causative,6,14
15,71,causative,4,18
15,66,causative,7,24
15,65,causative,7,25
15,69,causative,7,45
15,67,causative,7,51
15,72,causative,7,64
15,79,factive-say,7,29
15,75,factive-say,7,30
15,76,factive-say,7,46
15,77,factive-say,7,52
15,74,factive-say,6,61
15,80,factive-say,7,67
15,73,factive-say,7,88
15,78,factive-say,7,98
15,31,like,3,6
15,15,like,1,31
15,23,like,1,40
15,3,like,1,44
15,7,like,1,69
15,27,like,1,93
15,11,like,1,97
15,19,like,1,100
15,28,need,2,11
15,4,need,1,15
15,12,need,2,17
15,24,need,7,26
15,16,need,1,28
15,32,need,1,50
15,8,need,1,62
15,20,need,1,91
15,45,negative-concord,5,37
15,47,negative-concord,4,49
15,44,negative-concord,4,53
15,41,negative-concord,4,55
15,42,negative-concord,4,68
15,48,negative-concord,4,86
15,43,negative-concord,4,87
15,46,negative-concord,4,90
15,88,non-factive-believe,7,10
15,86,non-factive-believe,7,12
15,81,non-factive-believe,7,20
15,85,non-factive-believe,7,23
15,83,non-factive-believe,7,72
15,82,non-factive-believe,7,82
15,84,non-factive-believe,7,85
15,87,non-factive-believe,7,92
15,89,raising-seem,7,33
15,96,raising-seem,7,34
15,95,raising-seem,7,41
15,93,raising-seem,7,56
15,92,raising-seem,7,71
15,90,raising-seem,7,75
15,91,raising-seem,7,79
15,94,raising-seem,7,95
15,54,singular-dont,2,5
15,51,singular-dont,5,9
15,56,singular-dont,4,27
15,50,singular-dont,4,38
15,49,singular-dont,4,76
15,55,singular-dont,4,80
15,53,singular-dont,4,96
15,52,singular-dont,4,99
15,17,need,2,8
15,13,need,1,19
15,29,need,1,42
15,25,need,1,47
15,21,need,1,54
15,9,need,1,57
15,5,need,1,77
15,1,need,1,83
15,14,want,2,13
15,18,want,1,22
15,22,want,1,36
15,2,want,1,59
15,26,want,1,65
15,10,want,1,73
15,6,want,1,81
15,30,want,1,89
16,58,2-word-order-errors,2,11
16,62,2-word-order-errors,1,24
16,60,2-word-order-errors,1,28
16,59,2-word-order-errors,2,45
16,61,2-word-order-errors,1,48
16,63,2-word-order-errors,1,66
16,64,2-word-order-errors,3,67
16,57,2-word-order-errors,1,87
16,35,be-drop,4,13
16,40,be-drop,4,15
16,39,be-drop,6,42
16,34,be-drop,3,46
16,37,be-drop,4,51
16,33,be-drop,7,61
16,38,be-drop,6,63
16,36,be-drop,5,94
16,69,causative,7,23
16,65,causative,7,37
16,67,causative,7,38
16,70,causative,6,50
16,71,causative,6,60
16,66,causative,7,82
16,68,causative,7,83
16,72,causative,7,99
16,75,factive-say,7,5
16,79,factive-say,7,17
16,76,factive-say,7,29
16,74,factive-say,7,35
16,77,factive-say,7,58
16,78,factive-say,7,75
16,73,factive-say,7,78
16,80,factive-say,7,90
16,3,like,2,14
16,19,like,4,34
16,23,like,3,44
16,27,like,4,54
16,7,like,2,62
16,11,like,5,68
16,31,like,4,72
16,15,like,4,77
16,20,need,4,7
16,32,need,4,30
16,4,need,4,39
16,16,need,3,52
16,28,need,3,64
16,12,need,2,85
16,8,need,5,88
16,24,need,5,91
16,45,negative-concord,6,18
16,44,negative-concord,5,19
16,46,negative-concord,6,22
16,41,negative-concord,7,33
16,47,negative-concord,6,40
16,48,negative-concord,6,89
16,42,negative-concord,6,92
16,43,negative-concord,6,97
16,88,non-factive-believe,6,8
16,81,non-factive-believe,7,26
16,84,non-factive-believe,7,43
16,85,non-factive-believe,7,53
16,82,non-factive-believe,7,55
16,87,non-factive-believe,7,56
16,86,non-factive-believe,7,73
16,83,non-factive-believe,7,74
16,96,raising-seem,5,6
16,94,raising-seem,7,10
16,90,raising-seem,4,20
16,92,raising-seem,7,36
16,91,raising-seem,6,76
16,89,raising-seem,7,79
16,93,raising-seem,6,86
16,95,raising-seem,6,98
16,49,singular-dont,6,27
16,55,singular-dont,7,31
16,53,singular-dont,6,65
16,52,singular-dont,5,69
16,56,singular-dont,6,71
16,50,singular-dont,6,81
16,51,singular-dont,7,84
16,54,singular-dont,7,95
16,5,need,3,16
16,29,need,4,41
16,9,need,4,47
16,13,need,3,57
16,1,need,6,70
16,25,need,4,93
16,21,need,5,96
16,17,need,3,100
16,18,want,5,9
16,6,want,5,12
16,14,want,3,21
16,22,want,5,25
16,10,want,7,32
16,2,want,4,49
16,30,want,5,59
16,26,want,3,80
42,64,2-word-order-errors,1,13
42,57,2-word-order-errors,1,31
42,59,2-word-order-errors,1,33
42,61,2-word-order-errors,1,34
42,62,2-word-order-errors,1,44
42,60,2-word-order-errors,1,91
42,58,2-word-order-errors,1,94
42,63,2-word-order-errors,1,98
42,37,be-drop,7,37
42,34,be-drop,7,42
42,33,be-drop,3,73
42,39,be-drop,2,75
42,38,be-drop,1,80
42,35,be-drop,3,81
42,40,be-drop,1,85
42,36,be-drop,2,93
42,71,causative,7,21
42,70,causative,5,30
42,66,causative,7,52
42,69,causative,7,59
42,67,causative,6,65
42,68,causative,7,67
42,72,causative,7,71
42,65,causative,7,86
42,78,factive-say,6,6
42,80,factive-say,7,10
42,76,factive-say,6,14
42,77,factive-say,7,27
42,74,factive-say,7,40
42,79,factive-say,7,46
42,75,factive-say,7,53
42,73,factive-say,7,70
42,26,like,1,7
42,14,like,1,25
42,18,like,1,32
42,10,like,3,41
42,2,like,2,45
42,6,like,1,51
42,22,like,1,54
42,30,like,1,84
42,23,need,3,20
42,31,need,3,29
42,15,need,3,36
42,3,need,2,49
42,19,need,1,66
42,27,need,3,87
42,7,need,1,92
42,11,need,3,100
42,45,negative-concord,5,16
42,46,negative-concord,4,17
42,48,negative-concord,4,18
42,42,negative-concord,5,35
42,43,negative-concord,4,56
42,47,negative-concord,3,83
42,41,negative-concord,3,88
42,44,negative-concord,3,89
42,84,non-factive-believe,7,5
42,87,non-factive-believe,7,11
42,82,non-factive-believe,7,23
42,81,non-factive-believe,7,26
42,88,non-factive-believe,7,55
42,85,non-factive-believe,6,64
42,83,non-factive-believe,6,72
42,86,non-factive-believe,7,90
42,96,raising-seem,6,8
42,89,raising-seem,7,19
42,92,raising-seem,7,38
42,95,raising-seem,7,58
42,91,raising-seem,6,60
42,90,raising-seem,7,77
42,94,raising-seem,7,96
42,93,raising-seem,7,99
42,55,singular-dont,3,24
42,52,singular-dont,3,28
42,50,singular-dont,7,48
42,53,singular-dont,7,50
42,49,singular-dont,3,62
42,54,singular-dont,3,68
42,51,singular-dont,3,78
42,56,singular-dont,3,95
42,28,need,2,9
42,8,need,2,22
42,32,need,3,39
42,16,need,2,43
42,12,need,2,57
42,4,need,3,69
42,20,need,2,79
42,24,need,3,97
42,29,want,7,12
42,25,want,2,15
42,17,want,3,47
42,5,want,1,61
42,21,want,1,63
42,13,want,1,74
42,1,want,2,76
42,9,want,1,82
45.11,57,2-word-order-errors,2,5
45.11,61,2-word-order-errors,2,24
45.11,59,2-word-order-errors,2,28
45.11,63,2-word-order-errors,1,31
45.11,60,2-word-order-errors,1,38
45.11,62,2-word-order-errors,3,64
45.11,58,2-word-order-errors,4,66
45.11,64,2-word-order-errors,3,96
45.11,37,be-drop,5,6
45.11,40,be-drop,2,26
45.11,35,be-drop,5,42
45.11,39,be-drop,5,47
45.11,34,be-drop,5,51
45.11,33,be-drop,5,62
45.11,36,be-drop,6,89
45.11,38,be-drop,6,94
45.11,69,causative,7,9
45.11,70,causative,5,12
45.11,72,causative,5,15
45.11,65,causative,6,25
45.11,67,causative,7,37
45.11,66,causative,6,52
45.11,68,causative,7,58
45.11,71,causative,6,81
45.11,78,factive-say,7,39
45.11,74,factive-say,7,44
45.11,73,factive-say,6,48
45.11,76,factive-say,7,53
45.11,77,factive-say,7,61
45.11,75,factive-say,7,75
45.11,80,factive-say,7,87
45.11,79,factive-say,7,98
45.11,7,like,3,16
45.11,23,like,4,18
45.11,19,like,3,30
45.11,3,like,5,78
45.11,27,like,5,84
45.11,15,like,6,90
45.11,11,like,5,92
45.11,31,like,3,95
45.11,4,need,5,36
45.11,28,need,5,41
45.11,8,need,6,46
45.11,20,need,5,60
45.11,32,need,6,63
45.11,16,need,2,69
45.11,24,need,6,71
45.11,12,need,5,97
45.11,42,negative-concord,5,35
45.11,48,negative-concord,6,55
45.11,44,negative-concord,6,56
45.11,43,negative-concord,6,59
45.11,47,negative-concord,6,68
45.11,41,negative-concord,6,72
45.11,45,negative-concord,6,83
45.11,46,negative-concord,6,85
45.11,88,non-factive-believe,7,17
45.11,85,non-factive-believe,7,20
45.11,87,non-factive-believe,6,22
45.11,81,non-factive-believe,7,40
45.11,86,non-factive-believe,7,45
45.11,84,non-factive-believe,7,49
45.11,82,non-factive-believe,7,76
45.11,83,non-factive-believe,7,91
45.11,94,raising-seem,6,7
45.11,92,raising-seem,6,10
45.11,96,raising-seem,6,14
45.11,89,raising-seem,7,29
45.11,93,raising-seem,7,32
45.11,91,raising-seem,7,73
45.11,90,raising-seem,7,93
45.11,95,raising-seem,7,99
45.11,56,singular-dont,4,19
45.11,50,singular-dont,5,33
45.11,55,singular-dont,6,43
45.11,49,singular-dont,6,70
45.11,52,singular-dont,6,77
45.11,53,singular-dont,6,79
45.11,51,singular-dont,5,82
45.11,54,singular-dont,6,88
45.11,29,need,4,11
45.11,13,need,4,13
45.11,9,need,5,23
45.11,1,need,5,50
45.11,17,need,2,65
45.11,21,need,6,80
45.11,25,need,6,86
45.11,5,need,5,100
45.11,6,want,4,8
45.11,14,want,5,21
45.11,30,want,2,27
45.11,2,want,5,34
45.11,10,want,5,54
45.11,18,want,5,57
45.11,22,want,5,67
45.11,26,want,5,74
45.12,61,2-word-order-errors,3,6
45.12,60,2-word-order-errors,2,9
45.12,57,2-word-order-errors,3,14
45.12,62,2-word-order-errors,1,23
45.12,58,2-word-order-errors,6,77
45.12,59,2-word-order-errors,4,79
45.12,64,2-word-order-errors,1,95
45.12,63,2-word-order-errors,1,98
45.12,35,be-drop,7,10
45.12,40,be-drop,3,21
45.12,33,be-drop,2,42
45.12,34,be-drop,6,49
45.12,38,be-drop,7,55
45.12,37,be-drop,7,58
45.12,39,be-drop,3,62
45.12,36,be-drop,2,83
45.12,66,causative,5,8
45.12,70,causative,3,18
45.12,68,causative,4,20
45.12,69,causative,7,38
45.12,72,causative,5,51
45.12,71,causative,3,67
45.12,65,causative,3,92
45.12,67,causative,5,99
45.12,74,factive-say,7,15
45.12,80,factive-say,5,22
45.12,73,factive-say,7,31
45.12,76,factive-say,7,64
45.12,77,factive-say,6,73
45.12,78,factive-say,6,75
45.12,75,factive-say,6,94
45.12,79,factive-say,7,96
45.12,20,like,1,36
45.12,28,like,1,39
45.12,16,like,1,43
45.12,4,like,2,54
45.12,8,like,2,68
45.12,32,like,2,76
45.12,24,like,1,89
45.12,12,like,3,93
45.12,25,need,3,11
45.12,13,need,2,33
45.12,1,need,1,52
45.12,5,need,2,61
45.12,17,need,2,65
45.12,21,need,2,70
45.12,9,need,2,72
45.12,29,need,1,97
45.12,43,negative-concord,2,5
45.12,41,negative-concord,2,17
45.12,44,negative-concord,2,24
45.12,45,negative-concord,2,27
45.12,46,negative-concord,2,48
45.12,48,negative-concord,2,60
45.12,47,negative-concord,2,66
45.12,42,negative-concord,2,91
45.12,83,non-factive-believe,6,29
45.12,84,non-factive-believe,7,37
45.12,82,non-factive-believe,7,40
45.12,87,non-factive-believe,7,46
45.12,88,non-factive-believe,7,69
45.12,85,non-factive-believe,2,87
45.12,86,non-factive-believe,5,88
45.12,81,non-factive-believe,6,90
45.12,95,raising-seem,5,12
45.12,90,raising-seem,5,30
45.12,92,raising-seem,7,35
45.12,94,raising-seem,6,44
45.12,96,raising-seem,6,45
45.12,89,raising-seem,7,71
45.12,91,raising-seem,5,80
45.12,93,raising-seem,5,81
45.12,55,singular-dont,2,25
45.12,49,singular-dont,2,32
45.12,51,singular-dont,2,34
45.12,52,singular-dont,2,53
45.12,53,singular-dont,2,57
45.12,56,singular-dont,2,74
45.12,50,singular-dont,2,85
45.12,54,singular-dont,2,86
45.12,14,need,2,13
45.12,2,need,1,26
45.12,30,need,2,28
45.12,6,need,1,50
45.12,26,need,1,56
45.12,22,need,4,59
45.12,18,need,6,78
45.12,10,need,2,82
45.12,3,want,2,7
45.12,19,want,1,16
45.12,23,want,1,19
45.12,15,want,1,41
45.12,27,want,1,47
45.12,7,want,1,63
45.12,31,want,2,84
45.12,11,want,2,100
45.2,62,2-word-order-errors,1,12
45.2,64,2-word-order-errors,1,19
45.2,57,2-word-order-errors,1,23
45.2,63,2-word-order-errors,1,36
45.2,58,2-word-order-errors,1,52
45.2,61,2-word-order-errors,1,65
45.2,59,2-word-order-errors,7,91
45.2,60,2-word-order-errors,1,98
45.2,34,be-drop,1,14
45.2,33,be-drop,2,22
45.2,36,be-drop,1,32
45.2,37,be-drop,1,54
45.2,35,be-drop,1,63
45.2,39,be-drop,1,73
45.2,40,be-drop,1,81
45.2,38,be-drop,1,95
45.2,72,causative,4,8
45.2,71,causative,5,9
45.2,70,causative,6,16
45.2,66,causative,6,27
45.2,67,causative,7,55
45.2,68,causative,7,64
45.2,65,causative,6,76
45.2,69,causative,7,83
45.2,75,factive-say,6,5
45.2,76,factive-say,7,24
45.2,78,factive-say,6,25
45.2,73,factive-say,7,42
45.2,80,factive-say,7,48
45.2,74,factive-say,7,59
45.2,79,factive-say,7,68
45.2,77,factive-say,7,84
45.2,4,like,1,31
45.2,28,like,2,41
45.2,12,like,1,43
45.2,8,like,2,46
45.2,16,like,1,66
45.2,20,like,1,69
45.2,32,like,1,85
45.2,24,like,1,94
45.2,17,need,2,17
45.2,13,need,4,20
45.2,21,need,3,37
45.2,29,need,3,49
45.2,9,need,3,53
45.2,25,need,1,56
45.2,5,need,1,74
45.2,1,need,3,89
45.2,45,negative-concord,4,11
45.2,46,negative-concord,6,38
45.2,48,negative-concord,6,50
45.2,44,negative-concord,5,61
45.2,42,negative-concord,4,75
45.2,41,negative-concord,4,77
45.2,43,negative-concord,5,79
45.2,47,negative-concord,6,87
45.2,87,non-factive-believe,7,18
45.2,84,non-factive-believe,7,21
45.2,82,non-factive-believe,7,29
45.2,86,non-factive-believe,7,30
45.2,88,non-factive-believe,7,34
45.2,83,non-factive-believe,7,35
45.2,85,non-factive-believe,7,70
45.2,81,non-factive-believe,7,88
45.2,89,raising-seem,5,6
45.2,91,raising-seem,3,39
45.2,94,raising-seem,7,40
45.2,90,raising-seem,5,45
45.2,96,raising-seem,7,58
45.2,95,raising-seem,7,71
45.2,92,raising-seem,7,97
45.2,93,raising-seem,7,99
45.2,52,singular-dont,5,44
45.2,55,singular-dont,6,47
45.2,53,singular-dont,3,57
45.2,50,singular-dont,2,62
45.2,49,singular-dont,5,67
45.2,56,singular-dont,3,86
45.2,51,singular-dont,5,90
45.2,54,singular-dont,5,93
45.2,14,need,2,7
45.2,18,need,1,13
45.2,2,need,1,33
45.2,10,need,1,60
45.2,22,need,4,72
45.2,6,need,3,78
45.2,30,need,3,92
45.2,26,need,2,96
45.2,31,want,2,10
45.2,7,want,1,15
45.2,23,want,1,26
45.2,11,want,2,28
45.2,19,want,2,51
45.2,15,want,1,80
45.2,3,want,1,82
45.2,27,want,1,100
45.3,57,2-word-order-errors,1,18
45.3,64,2-word-order-errors,1,23
45.3,59,2-word-order-errors,1,27
45.3,58,2-word-order-errors,3,30
45.3,63,2-word-order-errors,1,38
45.3,62,2-word-order-errors,1,70
45.3,60,2-word-order-errors,3,77
45.3,61,2-word-order-errors,3,80
45.3,40,be-drop,2,8
45.3,39,be-drop,5,13
45.3,33,be-drop,2,25
45.3,34,be-drop,2,36
45.3,38,be-drop,2,47
45.3,36,be-drop,4,54
45.3,37,be-drop,2,95
45.3,35,be-drop,2,97
45.3,65,causative,7,11
45.3,70,causative,7,15
45.3,67,causative,7,29
45.3,69,causative,7,32
45.3,71,causative,5,48
45.3,72,causative,7,58
45.3,66,causative,7,59
45.3,68,causative,7,90
45.3,74,factive-say,7,35
45.3,79,factive-say,7,61
45.3,75,factive-say,7,62
45.3,80,factive-say,6,64
45.3,73,factive-say,6,74
45.3,77,factive-say,7,78
45.3,76,factive-say,5,81
45.3,78,factive-say,7,96
45.3,28,like,4,10
45.3,32,like,3,24
45.3,4,like,2,63
45.3,8,like,2,79
45.3,12,like,3,82
45.3,24,like,3,87
45.3,20,like,2,91
45.3,16,like,2,94
45.3,5,need,4,12
45.3,21,need,4,14
45.3,1,need,2,49
45.3,25,need,3,55
45.3,29,need,2,60
45.3,9,need,2,71
45.3,13,need,2,84
45.3,17,need,2,98
45.3,46,negative-concord,4,17
45.3,45,negative-concord,4,19
45.3,43,negative-concord,2,43
45.3,47,negative-concord,3,50
45.3,41,negative-concord,3,52
45.3,44,negative-concord,3,56
45.3,42,negative-concord,3,68
45.3,48,negative-concord,3,99
45.3,85,non-factive-believe,6,5
45.3,86,non-factive-believe,7,39
45.3,88,non-factive-believe,7,44
45.3,82,non-factive-believe,7,57
45.3,83,non-factive-believe,7,72
45.3,81,non-factive-believe,6,83
45.3,87,non-factive-believe,6,86
45.3,84,non-factive-believe,6,88
45.3,89,raising-seem,6,9
45.3,91,raising-seem,7,21
45.3,90,raising-seem,7,33
45.3,95,raising-seem,6,40
45.3,93,raising-seem,7,46
45.3,94,raising-seem,7,53
45.3,92,raising-seem,7,75
45.3,96,raising-seem,7,92
45.3,55,singular-dont,3,6
45.3,53,singular-dont,3,28
45.3,49,singular-dont,3,42
45.3,54,singular-dont,3,65
45.3,52,singular-dont,3,67
45.3,50,singular-dont,3,85
45.3,56,singular-dont,3,89
45.3,51,singular-dont,2,93
45.3,18,need,5,20
45.3,26,need,2,22
45.3,30,need,4,26
45.3,2,need,2,31
45.3,10,need,2,37
45.3,14,need,2,45
45.3,6,need,1,66
45.3,22,need,2,73
45.3,3,want,3,7
45.3,27,want,4,16
45.3,23,want,3,34
45.3,31,want,2,41
45.3,15,want,2,51
45.3,11,want,2,69
45.3,19,want,2,76
45.3,7,want,2,100
45.4,61,2-word-order-errors,3,11
45.4,57,2-word-order-errors,1,30
45.4,64,2-word-order-errors,2,43
45.4,63,2-word-order-errors,3,44
45.4,58,2-word-order-errors,2,48
45.4,60,2-word-order-errors,2,65
45.4,62,2-word-order-errors,2,78
45.4,59,2-word-order-errors,2,90
45.4,35,be-drop,3,6
45.4,40,be-drop,4,9
45.4,37,be-drop,3,18
45.4,34,be-drop,4,27
45.4,36,be-drop,3,32
45.4,39,be-drop,4,51
45.4,38,be-drop,4,55
45.4,33,be-drop,5,61
45.4,69,causative,7,17
45.4,71,causative,6,23
45.4,65,causative,7,54
45.4,68,causative,7,63
45.4,66,causative,7,75
45.4,70,causative,7,77
45.4,67,causative,7,81
45.4,72,causative,7,83
45.4,78,factive-say,7,5
45.4,80,factive-say,6,8
45.4,74,factive-say,7,26
45.4,76,factive-say,7,33
45.4,75,factive-say,7,41
45.4,73,factive-say,7,49
45.4,79,factive-say,7,73
45.4,77,factive-say,7,99
45.4,32,like,3,7
45.4,4,like,3,34
45.4,12,like,3,40
45.4,16,like,3,47
45.4,24,like,3,66
45.4,8,like,3,69
45.4,20,like,3,72
45.4,28,like,3,87
45.4,5,need,3,16
45.4,21,need,2,25
45.4,1,need,3,38
45.4,29,need,3,64
45.4,9,need,3,82
45.4,25,need,3,91
45.4,13,need,3,94
45.4,17,need,3,97
45.4,45,negative-concord,3,15
45.4,41,negative-concord,3,29
45.4,42,negative-concord,4,57
45.4,46,negative-concord,4,58
45.4,47,negative-concord,5,67
45.4,43,negative-concord,3,71
45.4,44,negative-concord,4,85
45.4,48,negative-concord,4,95
45.4,88,non-factive-believe,7,14
45.4,87,non-factive-believe,7,35
45.4,82,non-factive-believe,7,53
45.4,86,non-factive-believe,7,68
45.4,81,non-factive-believe,7,84
45.4,83,non-factive-believe,7,88
45.4,84,non-factive-believe,7,92
45.4,85,non-factive-believe,7,96
45.4,91,raising-seem,7,10
45.4,90,raising-seem,6,21
45.4,94,raising-seem,7,45
45.4,93,raising-seem,7,46
45.4,96,raising-seem,7,59
45.4,89,raising-seem,7,62
45.4,92,raising-seem,7,86
45.4,95,raising-seem,7,93
45.4,49,singular-dont,5,12
45.4,54,singular-dont,4,20
45.4,56,singular-dont,3,24
45.4,53,singular-dont,3,37
45.4,50,singular-dont,3,39
45.4,52,singular-dont,3,70
45.4,55,singular-dont,7,79
45.4,51,singular-dont,3,98
45.4,18,need,3,13
45.4,26,need,3,19
45.4,10,need,4,22
45.4,22,need,2,31
45.4,30,need,4,42
45.4,2,need,3,50
45.4,6,need,3,80
45.4,14,need,3,89
45.4,11,want,3,28
45.4,27,want,3,36
45.4,23,want,3,52
45.4,19,want,3,56
45.4,3,want,3,60
45.4,31,want,3,74
45.4,7,want,3,76
45.4,15,want,3,100
45.5,62,2-word-order-errors,1,13
45.5,64,2-word-order-errors,1,23
45.5,59,2-word-order-errors,1,27
45.5,57,2-word-order-errors,1,33
45.5,60,2-word-order-errors,1,35
45.5,61,2-word-order-errors,1,61
45.5,63,2-word-order-errors,1,67
45.5,58,2-word-order-errors,1,98
45.5,37,be-drop,1,14
45.5,35,be-drop,1,37
45.5,36,be-drop,1,43
45.5,38,be-drop,1,47
