Participant,Item,SentType,Rating,TrialOrder
53,16,need,3,51
53,9,need,6,53
53,21,need,6,56
53,12,need,5,59
53,5,need,6,61
53,20,need,5,73
53,17,need,5,84
53,24,need,5,89
53,13,need,5,91
53,8,need,6,100
53,41,negative-concord,5,7
53,43,negative-concord,6,14
53,42,negative-concord,6,19
53,47,negative-concord,6,28
53,46,negative-concord,6,42
53,44,negative-concord,6,48
53,48,negative-concord,5,70
53,45,negative-concord,5,72
53,82,non-factive-believe,6,11
53,87,non-factive-believe,7,18
53,84,non-factive-believe,7,69
53,86,non-factive-believe,7,79
53,83,non-factive-believe,7,82
53,81,non-factive-believe,7,85
53,85,non-factive-believe,7,95
53,88,non-factive-believe,7,97
53,95,raising-seem,5,10
53,96,raising-seem,7,21
53,93,raising-seem,7,27
53,92,raising-seem,7,41
53,91,raising-seem,7,63
53,89,raising-seem,7,66
53,90,raising-seem,7,92
53,94,raising-seem,7,99
53,51,singular-dont,4,6
53,53,singular-dont,6,22
53,52,singular-dont,6,24
53,50,singular-dont,5,52
53,49,singular-dont,5,55
53,56,singular-dont,5,76
53,54,singular-dont,5,78
53,55,singular-dont,6,83
53,10,want,1,8
53,18,want,7,15
53,22,want,6,20
53,2,want,6,35
53,14,want,5,65
53,6,want,5,68
53,30,want,5,77
53,26,want,6,98
58,62,2-word-order-errors,1,26
58,58,2-word-order-errors,1,28
58,57,2-word-order-errors,1,37
58,59,2-word-order-errors,7,49
58,60,2-word-order-errors,1,60
58,64,2-word-order-errors,1,72
58,63,2-word-order-errors,1,77
58,61,2-word-order-errors,3,91
58,38,be-drop,3,8
58,34,be-drop,2,9
58,33,be-drop,2,15
58,36,be-drop,7,55
58,40,be-drop,2,57
58,35,be-drop,2,74
58,37,be-drop,1,83
58,39,be-drop,2,84
58,68,causative,7,6
58,71,causative,6,13
58,70,causative,6,22
58,67,causative,7,46
58,69,causative,7,64
58,65,causative,7,68
58,66,causative,7,97
58,72,causative,7,99
58,79,factive-say,7,20
58,74,factive-say,7,27
58,76,factive-say,7,31
58,80,factive-say,7,52
58,73,factive-say,7,63
58,75,factive-say,7,85
58,77,factive-say,7,88
58,78,factive-say,7,94
58,6,like,1,7
58,14,like,4,35
58,2,like,4,50
58,10,like,1,67
58,30,like,5,73
58,22,like,1,79
58,18,like,1,86
58,26,like,5,96
58,28,need,7,10
58,31,need,6,12
58,19,need,5,14
58,20,need,7,16
58,15,need,7,21
58,23,need,7,29
58,24,need,7,33
58,16,need,7,42
58,8,need,7,45
58,7,need,6,53
58,11,need,7,62
58,12,need,7,65
58,4,need,5,82
58,27,need,7,93
58,32,need,7,98
58,3,need,7,100
58,44,negative-concord,5,18
58,45,negative-concord,5,48
58,42,negative-concord,5,51
58,41,negative-concord,5,59
58,48,negative-concord,5,66
58,43,negative-concord,6,87
58,47,negative-concord,5,89
58,46,negative-concord,5,92
58,83,non-factive-believe,7,36
58,88,non-factive-believe,7,39
58,86,non-factive-believe,7,41
58,84,non-factive-believe,7,44
58,85,non-factive-believe,7,47
58,87,non-factive-believe,7,61
58,81,non-factive-believe,7,69
58,82,non-factive-believe,7,80
58,92,raising-seem,7,5
58,93,raising-seem,7,11
58,91,raising-seem,7,34
58,94,raising-seem,7,40
58,89,raising-seem,7,43
58,96,raising-seem,7,71
58,90,raising-seem,7,81
58,95,raising-seem,7,95
58,51,singular-dont,7,17
58,52,singular-dont,6,23
58,49,singular-dont,6,25
58,55,singular-dont,7,30
58,50,singular-dont,5,32
58,56,singular-dont,6,54
58,53,singular-dont,4,75
58,54,singular-dont,6,78
58,25,want,7,19
58,17,want,7,24
58,21,want,7,38
58,5,want,7,56
58,13,want,7,58
58,9,want,5,70
58,1,want,7,76
58,29,want,7,90
60,62,2-word-order-errors,1,10
60,63,2-word-order-errors,2,28
60,59,2-word-order-errors,1,53
60,60,2-word-order-errors,2,65
60,58,2-word-order-errors,2,66
60,64,2-word-order-errors,1,73
60,57,2-word-order-errors,1,85
60,61,2-word-order-errors,2,86
60,33,be-drop,6,37
60,34,be-drop,2,49
60,36,be-drop,4,56
60,37,be-drop,2,57
60,35,be-drop,2,71
60,38,be-drop,2,79
60,39,be-drop,2,81
60,40,be-drop,1,90
60,69,causative,7,14
60,71,causative,6,22
60,66,causative,7,36
60,70,causative,5,58
60,72,causative,5,64
60,67,causative,6,68
60,68,causative,7,75
60,65,causative,5,83
60,78,factive-say,4,5
60,75,factive-say,7,7
60,80,factive-say,6,26
60,76,factive-say,6,30
60,73,factive-say,6,46
60,79,factive-say,5,47
60,77,factive-say,7,51
60,74,factive-say,5,94
60,24,like,4,9
60,32,like,4,13
60,16,like,4,19
60,20,like,4,32
60,4,like,2,42
60,28,like,3,69
60,12,like,5,80
60,8,like,6,84
60,30,need,5,6
60,2,need,6,11
60,1,need,5,17
60,10,need,3,24
60,26,need,7,29
60,29,need,7,39
60,22,need,7,45
60,21,need,6,52
60,18,need,6,59
60,13,need,6,63
60,25,need,6,72
60,14,need,5,78
60,6,need,4,91
60,9,need,6,93
60,5,need,1,97
60,17,need,4,100
60,45,negative-concord,2,16
60,44,negative-concord,2,20
60,46,negative-concord,2,21
60,42,negative-concord,2,35
60,48,negative-concord,1,38
60,43,negative-concord,2,54
60,41,negative-concord,2,76
60,47,negative-concord,2,77
60,85,non-factive-believe,5,18
60,81,non-factive-believe,6,43
60,84,non-factive-believe,4,48
60,83,non-factive-believe,5,70
60,82,non-factive-believe,7,88
60,86,non-factive-believe,6,96
60,87,non-factive-believe,5,98
60,88,non-factive-believe,4,99
60,94,raising-seem,5,8
60,93,raising-seem,5,23
60,96,raising-seem,5,25
60,95,raising-seem,6,33
60,89,raising-seem,6,41
60,91,raising-seem,5,50
60,90,raising-seem,6,62
60,92,raising-seem,6,89
60,54,singular-dont,2,12
60,49,singular-dont,2,31
60,50,singular-dont,2,40
60,55,singular-dont,2,44
60,51,singular-dont,2,60
60,52,singular-dont,2,82
60,56,singular-dont,1,92
60,53,singular-dont,2,95
60,27,want,5,15
60,23,want,7,27
60,11,want,7,34
60,19,want,5,55
60,15,want,7,61
60,7,want,5,67
60,3,want,5,74
60,31,want,5,87
62,63,2-word-order-errors,1,14
62,61,2-word-order-errors,3,22
62,60,2-word-order-errors,2,26
62,59,2-word-order-errors,2,27
62,58,2-word-order-errors,4,70
62,57,2-word-order-errors,1,78
62,62,2-word-order-errors,1,92
62,64,2-word-order-errors,3,96
62,36,be-drop,2,6
62,38,be-drop,3,11
62,33,be-drop,3,20
62,34,be-drop,2,32
62,39,be-drop,4,42
62,40,be-drop,4,44
62,37,be-drop,7,76
62,35,be-drop,4,90
62,67,causative,6,7
62,70,causative,5,13
62,72,causative,7,47
62,65,causative,7,53
62,69,causative,7,57
62,66,causative,7,63
62,68,causative,7,65
62,71,causative,6,69
62,76,factive-say,6,5
62,75,factive-say,7,10
62,79,factive-say,6,16
62,77,factive-say,6,28
62,74,factive-say,6,39
62,80,factive-say,7,58
62,73,factive-say,6,67
62,78,factive-say,7,98
62,2,like,3,9
62,6,like,1,19
62,22,like,3,23
62,18,like,5,45
62,30,like,3,59
62,26,like,2,68
62,14,like,3,91
62,10,like,6,100
62,16,need,7,12
62,12,need,6,17
62,27,need,7,21
62,24,need,7,41
62,8,need,7,48
62,32,need,7,52
62,31,need,7,54
62,20,need,7,56
62,15,need,5,62
62,28,need,7,64
62,7,need,6,77
62,4,need,7,81
62,19,need,6,83
62,11,need,7,86
62,23,need,6,88
62,3,need,7,97
62,43,negative-concord,3,8
62,47,negative-concord,5,15
62,46,negative-concord,6,24
62,48,negative-concord,5,25
62,42,negative-concord,4,31
62,41,negative-concord,4,46
62,45,negative-concord,4,61
62,44,negative-concord,4,95
62,85,non-factive-believe,5,38
62,83,non-factive-believe,6,40
62,88,non-factive-believe,7,43
62,87,non-factive-believe,7,60
62,84,non-factive-believe,7,72
62,86,non-factive-believe,7,82
62,81,non-factive-believe,6,87
62,82,non-factive-believe,6,93
62,93,raising-seem,6,18
62,92,raising-seem,6,29
62,91,raising-seem,6,34
62,95,raising-seem,7,36
62,96,raising-seem,7,51
62,90,raising-seem,6,55
62,89,raising-seem,7,66
62,94,raising-seem,7,75
62,50,singular-dont,7,49
62,54,singular-dont,6,50
62,55,singular-dont,7,73
62,52,singular-dont,6,80
62,56,singular-dont,6,84
62,51,singular-dont,6,85
62,53,singular-dont,6,89
62,49,singular-dont,7,99
62,21,want,6,30
62,25,want,7,33
62,13,want,6,35
62,9,want,5,37
62,17,want,5,71
62,5,want,5,74
62,1,want,7,79
62,29,want,7,94
65,57,2-word-order-errors,1,6
65,63,2-word-order-errors,1,22
65,60,2-word-order-errors,1,41
65,62,2-word-order-errors,1,42
65,64,2-word-order-errors,1,56
65,59,2-word-order-errors,1,65
65,58,2-word-order-errors,1,66
65,61,2-word-order-errors,1,67
65,37,be-drop,1,47
65,38,be-drop,2,60
65,39,be-drop,3,74
65,35,be-drop,3,77
65,34,be-drop,7,83
65,36,be-drop,2,94
65,40,be-drop,2,95
65,33,be-drop,1,99
65,67,causative,7,15
65,70,causative,7,19
65,66,causative,7,26
65,71,causative,7,33
65,68,causative,7,51
65,65,causative,7,54
65,69,causative,5,73
65,72,causative,7,80
65,76,factive-say,7,11
65,79,factive-say,7,13
65,77,factive-say,6,24
65,73,factive-say,7,38
65,80,factive-say,7,63
65,75,factive-say,7,69
65,74,factive-say,7,71
65,78,factive-say,7,87
65,31,like,3,10
65,27,like,3,14
65,23,like,6,25
65,3,like,5,34
65,15,like,7,44
65,7,like,2,46
65,19,like,5,68
65,11,like,6,82
65,29,need,7,7
65,1,need,7,12
65,12,need,5,16
65,4,need,7,18
65,32,need,7,20
65,9,need,3,23
65,16,need,7,27
65,28,need,7,49
65,17,need,3,52
65,21,need,7,55
65,8,need,7,79
65,25,need,7,86
65,20,need,5,88
65,5,need,4,93
65,13,need,6,97
65,24,need,2,100
65,41,negative-concord,2,8
65,45,negative-concord,2,9
65,42,negative-concord,1,29
65,43,negative-concord,1,45
65,48,negative-concord,1,50
65,46,negative-concord,3,75
65,47,negative-concord,2,78
65,44,negative-concord,1,96
65,87,non-factive-believe,7,35
65,84,non-factive-believe,7,37
65,85,non-factive-believe,7,48
65,82,non-factive-believe,7,53
65,88,non-factive-believe,7,57
65,86,non-factive-believe,7,70
65,81,non-factive-believe,7,92
65,83,non-factive-believe,7,98
65,91,raising-seem,7,5
65,96,raising-seem,7,21
65,94,raising-seem,7,36
65,90,raising-seem,7,43
65,92,raising-seem,7,58
65,95,raising-seem,6,84
65,89,raising-seem,7,85
65,93,raising-seem,7,89
65,50,singular-dont,3,17
65,54,singular-dont,2,28
65,55,singular-dont,1,30
65,51,singular-dont,2,32
65,52,singular-dont,2,39
65,56,singular-dont,1,62
65,49,singular-dont,2,81
65,53,singular-dont,2,90
65,6,want,2,31
65,10,want,1,40
65,26,want,4,59
65,30,want,7,61
65,14,want,2,64
65,18,want,3,72
65,22,want,3,76
65,2,want,6,91
66,58,2-word-order-errors,7,13
66,64,2-word-order-errors,2,15
66,63,2-word-order-errors,1,23
66,60,2-word-order-errors,2,29
66,62,2-word-order-errors,1,38
66,57,2-word-order-errors,2,40
66,61,2-word-order-errors,2,71
66,59,2-word-order-errors,6,98
66,33,be-drop,4,5
66,36,be-drop,3,32
66,39,be-drop,5,47
66,38,be-drop,2,51
66,40,be-drop,6,60
66,34,be-drop,7,68
66,35,be-drop,7,78
66,37,be-drop,7,91
66,70,causative,6,27
66,69,causative,5,57
66,65,causative,6,63
66,71,causative,6,67
66,72,causative,6,75
66,68,causative,5,81
66,67,causative,7,82
66,66,causative,6,85
66,77,factive-say,5,28
66,79,factive-say,6,35
66,73,factive-say,5,44
66,74,factive-say,6,46
66,80,factive-say,6,55
66,78,factive-say,6,59
66,75,factive-say,7,65
66,76,factive-say,7,92
66,6,like,2,11
66,14,like,2,14
66,18,like,3,19
66,10,like,4,31
66,2,like,2,42
66,30,like,4,58
66,26,like,2,64
66,22,like,2,76
66,19,need,5,6
66,15,need,7,8
66,24,need,7,16
66,4,need,5,24
66,32,need,6,26
66,16,need,7,36
66,11,need,5,39
66,31,need,6,48
66,28,need,7,50
66,7,need,4,53
66,3,need,7,61
66,12,need,6,66
66,8,need,6,72
66,27,need,6,88
66,20,need,6,90
66,23,need,6,96
66,41,negative-concord,3,7
66,42,negative-concord,4,9
66,45,negative-concord,3,18
66,43,negative-concord,3,20
66,46,negative-concord,3,22
66,48,negative-concord,3,69
66,47,negative-concord,3,74
66,44,negative-concord,3,94
66,82,non-factive-believe,7,10
66,86,non-factive-believe,7,21
66,83,non-factive-believe,6,33
66,87,non-factive-believe,7,41
66,81,non-factive-believe,7,43
66,85,non-factive-believe,7,45
66,88,non-factive-believe,6,89
66,84,non-factive-believe,7,95
66,96,raising-seem,7,25
66,92,raising-seem,7,37
66,89,raising-seem,7,62
66,90,raising-seem,7,73
66,93,raising-seem,7,77
66,95,raising-seem,6,84
66,94,raising-seem,6,87
66,91,raising-seem,6,99
66,55,singular-dont,4,12
66,56,singular-dont,4,17
66,50,singular-dont,3,30
66,53,singular-dont,3,49
66,54,singular-dont,3,52
66,49,singular-dont,3,54
66,52,singular-dont,3,80
66,51,singular-dont,3,97
66,5,want,5,34
66,21,want,6,56
66,29,want,7,70
66,9,want,4,79
66,17,want,4,83
66,25,want,5,86
66,1,want,7,93
66,13,want,5,100
72,60,2-word-order-errors,2,8
72,58,2-word-order-errors,3,35
72,59,2-word-order-errors,3,44
72,62,2-word-order-errors,2,68
72,57,2-word-order-errors,1,69
72,63,2-word-order-errors,2,79
72,61,2-word-order-errors,2,81
72,64,2-word-order-errors,3,83
72,40,be-drop,3,16
72,34,be-drop,3,29
72,36,be-drop,4,51
72,37,be-drop,4,63
72,39,be-drop,4,78
72,35,be-drop,4,85
72,38,be-drop,4,90
72,33,be-drop,4,99
72,70,causative,6,10
72,66,causative,7,32
72,67,causative,6,40
72,68,causative,7,42
72,72,causative,7,53
72,65,causative,7,62
72,71,causative,6,84
72,69,causative,6,93
72,74,factive-say,7,20
72,78,factive-say,7,31
72,76,factive-say,7,38
72,77,factive-say,7,47
72,75,factive-say,7,73
72,73,factive-say,7,75
72,80,factive-say,7,86
72,79,factive-say,7,87
72,28,like,4,9
72,4,like,3,11
72,16,like,3,19
72,32,like,4,21
72,12,like,6,48
72,20,like,4,61
72,24,like,4,64
72,8,like,5,96
72,18,need,7,6
72,6,need,5,17
72,5,need,4,28
72,21,need,4,34
72,9,need,6,41
72,13,need,7,43
72,1,need,6,46
72,10,need,6,55
72,14,need,6,57
72,2,need,7,59
72,29,need,7,72
72,22,need,7,76
72,26,need,6,82
72,17,need,6,88
72,30,need,7,92
72,25,need,6,100
72,42,negative-concord,4,5
72,48,negative-concord,5,60
72,45,negative-concord,5,66
72,46,negative-concord,5,70
72,47,negative-concord,5,80
72,41,negative-concord,5,89
72,44,negative-concord,5,91
72,43,negative-concord,5,97
72,86,non-factive-believe,7,14
72,87,non-factive-believe,7,22
72,84,non-factive-believe,7,25
72,83,non-factive-believe,7,33
72,88,non-factive-believe,7,37
72,85,non-factive-believe,7,50
72,81,non-factive-believe,7,54
72,82,non-factive-believe,7,77
72,91,raising-seem,6,30
72,89,raising-seem,7,45
72,96,raising-seem,7,56
72,94,raising-seem,7,58
72,95,raising-seem,7,65
72,90,raising-seem,7,71
72,92,raising-seem,7,74
72,93,raising-seem,7,98
72,50,singular-dont,5,7
72,55,singular-dont,5,12
72,53,singular-dont,5,15
72,56,singular-dont,5,18
72,54,singular-dont,5,24
72,52,singular-dont,5,27
72,51,singular-dont,5,49
72,49,singular-dont,5,95
72,31,want,6,13
72,19,want,6,23
72,7,want,5,26
72,15,want,7,36
72,23,want,5,39
72,3,want,7,52
72,27,want,5,67
72,11,want,7,94
73,58,2-word-order-errors,7,6
73,62,2-word-order-errors,1,9
73,61,2-word-order-errors,1,11
73,57,2-word-order-errors,1,25
73,64,2-word-order-errors,1,28
73,60,2-word-order-errors,1,36
73,59,2-word-order-errors,7,43
73,63,2-word-order-errors,1,56
73,35,be-drop,1,16
73,40,be-drop,1,22
73,33,be-drop,1,49
73,37,be-drop,1,66
73,34,be-drop,1,76
73,36,be-drop,1,78
73,38,be-drop,1,83
73,39,be-drop,1,95
73,71,causative,7,20
73,65,causative,7,27
73,72,causative,7,35
73,68,causative,7,42
73,70,causative,6,52
73,67,causative,7,55
73,66,causative,7,80
73,69,causative,7,86
73,79,factive-say,7,5
73,78,factive-say,7,8
73,76,factive-say,7,37
73,73,factive-say,7,59
73,80,factive-say,7,61
73,77,factive-say,7,67
73,74,factive-say,7,81
73,75,factive-say,7,91
73,19,like,2,26
73,31,like,2,29
73,23,like,7,32
73,3,like,1,39
73,11,like,2,44
73,15,like,3,48
73,27,like,5,51
73,7,like,1,96
73,29,need,7,7
73,20,need,7,10
73,28,need,7,15
73,12,need,7,21
73,1,need,7,24
73,16,need,7,54
73,13,need,7,60
73,5,need,7,62
73,21,need,7,64
73,25,need,7,75
73,24,need,7,77
73,9,need,7,82
73,32,need,7,85
73,8,need,7,87
73,17,need,7,90
73,4,need,7,100
73,41,negative-concord,2,30
73,45,negative-concord,2,41
73,48,negative-concord,2,46
73,47,negative-concord,2,71
73,43,negative-concord,2,72
73,44,negative-concord,2,74
73,42,negative-concord,2,93
73,46,negative-concord,2,98
73,85,non-factive-believe,7,23
73,81,non-factive-believe,7,33
73,83,non-factive-believe,7,34
73,84,non-factive-believe,7,38
73,82,non-factive-believe,7,45
73,87,non-factive-believe,7,58
73,86,non-factive-believe,7,88
73,88,non-factive-believe,7,89
73,95,raising-seem,7,19
73,94,raising-seem,7,40
73,91,raising-seem,5,47
73,90,raising-seem,7,50
73,93,raising-seem,7,53
73,92,raising-seem,7,63
73,89,raising-seem,7,65
73,96,raising-seem,7,99
73,56,singular-dont,3,13
73,50,singular-dont,2,14
73,53,singular-dont,2,18
73,51,singular-dont,2,31
73,52,singular-dont,2,69
73,49,singular-dont,2,84
73,55,singular-dont,2,94
73,54,singular-dont,2,97
73,22,want,7,12
73,14,want,1,17
73,30,want,7,57
73,2,want,7,68
73,18,want,7,70
73,26,want,7,73
73,10,want,1,79
73,6,want,7,92
74,64,2-word-order-errors,1,19
74,62,2-word-order-errors,2,29
74,59,2-word-order-errors,2,36
74,58,2-word-order-errors,7,58
74,61,2-word-order-errors,1,60
74,57,2-word-order-errors,3,62
74,60,2-word-order-errors,2,87
74,63,2-word-order-errors,1,90
74,38,be-drop,5,8
74,33,be-drop,4,17
74,39,be-drop,3,22
74,34,be-drop,3,27
74,37,be-drop,3,33
74,35,be-drop,3,83
74,36,be-drop,4,91
74,40,be-drop,3,94
74,72,causative,7,40
74,70,causative,5,53
74,68,causative,6,54
74,71,causative,6,55
74,66,causative,6,74
74,65,causative,5,77
74,69,causative,5,78
74,67,causative,6,97
74,77,factive-say,5,5
74,76,factive-say,6,11
74,73,factive-say,6,20
74,79,factive-say,6,31
74,75,factive-say,6,44
74,74,factive-say,6,46
74,80,factive-say,6,72
74,78,factive-say,5,92
74,6,like,3,9
74,2,like,3,15
74,30,like,3,43
74,26,like,4,51
74,10,like,5,68
74,14,like,3,70
74,18,like,3,98
74,22,like,5,100
74,7,need,4,12
74,19,need,4,18
74,23,need,5,28
74,4,need,5,30
74,16,need,4,38
74,28,need,5,41
74,20,need,5,47
74,32,need,5,57
74,12,need,5,61
74,11,need,5,63
74,3,need,4,73
74,27,need,4,76
74,31,need,4,82
74,24,need,3,85
74,15,need,6,93
74,8,need,4,96
74,41,negative-concord,3,25
74,43,negative-concord,3,42
74,42,negative-concord,3,48
74,47,negative-concord,3,49
74,46,negative-concord,3,52
74,45,negative-concord,3,64
74,44,negative-concord,3,75
74,48,negative-concord,3,84
74,82,non-factive-believe,7,7
74,86,non-factive-believe,6,10
74,84,non-factive-believe,6,14
74,88,non-factive-believe,6,23
74,85,non-factive-believe,5,34
74,83,non-factive-believe,5,37
74,81,non-factive-believe,5,39
74,87,non-factive-believe,6,50
74,89,raising-seem,7,13
74,95,raising-seem,6,26
74,90,raising-seem,6,45
74,96,raising-seem,6,56
74,91,raising-seem,6,69
74,92,raising-seem,5,71
74,94,raising-seem,5,86
74,93,raising-seem,5,89
74,52,singular-dont,4,16
74,53,singular-dont,3,32
74,54,singular-dont,3,66
74,56,singular-dont,3,67
74,50,singular-dont,3,79
74,55,singular-dont,3,81
74,51,singular-dont,3,95
74,49,singular-dont,3,99
74,13,want,5,6
74,9,want,4,21
74,29,want,5,24
74,1,want,4,35
74,5,want,4,59
74,21,want,5,65
74,25,want,3,80
74,17,want,3,88
76,57,2-word-order-errors,5,5
76,63,2-word-order-errors,1,8
76,64,2-word-order-errors,6,21
76,60,2-word-order-errors,6,29
76,62,2-word-order-errors,3,33
76,61,2-word-order-errors,2,59
76,59,2-word-order-errors,3,69
76,58,2-word-order-errors,6,93
76,40,be-drop,6,26
76,33,be-drop,3,55
76,38,be-drop,4,65
76,35,be-drop,5,66
76,39,be-drop,6,76
76,36,be-drop,2,77
76,37,be-drop,6,86
76,34,be-drop,7,88
76,72,causative,6,24
76,66,causative,3,31
76,70,causative,4,39
76,71,causative,5,60
76,67,causative,6,82
76,68,causative,1,90
76,65,causative,6,95
76,69,causative,6,97
76,74,factive-say,2,28
76,77,factive-say,6,32
76,73,factive-say,6,37
76,80,factive-say,4,40
76,75,factive-say,6,45
76,76,factive-say,4,67
76,78,factive-say,6,74
76,79,factive-say,6,84
76,8,like,7,30
76,16,like,6,46
76,12,like,3,51
76,4,like,6,54
76,24,like,6,62
76,32,like,5,64
76,28,like,6,68
76,20,like,3,71
76,18,need,7,7
76,22,need,2,10
76,2,need,1,14
76,9,need,2,17
76,1,need,3,27
76,25,need,4,35
76,26,need,7,41
76,17,need,2,49
76,21,need,3,73
76,13,need,2,75
76,6,need,6,80
76,14,need,3,85
76,5,need,4,87
76,10,need,7,91
76,30,need,2,94
76,29,need,2,100
76,45,negative-concord,1,11
76,42,negative-concord,3,23
76,44,negative-concord,6,47
76,43,negative-concord,1,61
76,47,negative-concord,3,63
76,48,negative-concord,6,70
76,46,negative-concord,2,92
76,41,negative-concord,7,99
76,82,non-factive-believe,5,16
76,81,non-factive-believe,5,19
76,87,non-factive-believe,2,20
76,88,non-factive-believe,6,34
76,83,non-factive-believe,2,42
76,86,non-factive-believe,2,48
76,84,non-factive-believe,7,57
76,85,non-factive-believe,2,89
76,93,raising-seem,6,12
76,91,raising-seem,2,15
76,92,raising-seem,6,43
76,96,raising-seem,6,56
76,94,raising-seem,6,72
76,90,raising-seem,2,79
76,95,raising-seem,4,81
76,89,raising-seem,3,98
76,49,singular-dont,5,6
76,55,singular-dont,1,9
76,53,singular-dont,1,13
76,54,singular-dont,6,18
76,50,singular-dont,6,36
76,52,singular-dont,6,50
76,56,singular-dont,6,52
76,51,singular-dont,3,53
76,19,want,5,22
76,15,want,2,25
76,11,want,3,38
76,3,want,3,44
76,23,want,4,58
76,31,want,5,78
76,27,want,2,83
76,7,want,3,96
77,64,2-word-order-errors,1,38
77,58,2-word-order-errors,7,54
77,61,2-word-order-errors,1,68
77,60,2-word-order-errors,1,72
77,63,2-word-order-errors,1,73
77,59,2-word-order-errors,1,83
77,62,2-word-order-errors,1,84
77,57,2-word-order-errors,1,91
77,38,be-drop,7,17
77,36,be-drop,1,19
77,40,be-drop,1,22
77,33,be-drop,1,29
77,37,be-drop,1,40
77,34,be-drop,1,48
77,35,be-drop,7,95
77,39,be-drop,1,98
77,68,causative,7,7
77,69,causative,7,23
77,72,causative,7,41
77,67,causative,7,60
77,65,causative,7,61
77,66,causative,7,86
77,70,causative,7,93
77,71,causative,7,99
77,74,factive-say,7,13
77,76,factive-say,7,21
77,77,factive-say,7,51
77,78,factive-say,7,58
77,75,factive-say,7,65
77,73,factive-say,7,69
77,79,factive-say,7,76
77,80,factive-say,7,78
77,15,like,4,12
77,11,like,2,16
77,27,like,7,24
77,31,like,1,28
77,7,like,1,44
77,23,like,1,62
77,3,like,1,74
77,19,like,1,94
77,25,need,2,8
77,29,need,7,26
77,1,need,4,30
77,8,need,7,33
77,13,need,5,37
77,21,need,7,39
77,5,need,4,53
77,9,need,5,56
77,24,need,2,67
77,32,need,7,71
77,4,need,7,79
77,17,need,2,81
77,28,need,7,88
77,16,need,7,92
77,20,need,7,96
77,12,need,7,100
77,48,negative-concord,3,5
77,41,negative-concord,2,6
77,47,negative-concord,3,15
77,43,negative-concord,3,31
77,42,negative-concord,3,42
77,44,negative-concord,4,43
77,46,negative-concord,7,45
77,45,negative-concord,3,89
77,82,non-factive-believe,7,10
77,88,non-factive-believe,7,11
77,85,non-factive-believe,7,25
77,86,non-factive-believe,7,36
77,84,non-factive-believe,7,55
77,81,non-factive-believe,7,57
77,83,non-factive-believe,7,70
77,87,non-factive-believe,7,80
77,95,raising-seem,7,9
77,93,raising-seem,7,27
77,94,raising-seem,7,32
77,91,raising-seem,7,49
77,89,raising-seem,7,52
77,92,raising-seem,7,63
77,96,raising-seem,7,66
77,90,raising-seem,7,87
77,52,singular-dont,7,14
77,55,singular-dont,7,34
77,51,singular-dont,5,35
77,49,singular-dont,5,47
77,54,singular-dont,7,75
77,50,singular-dont,7,82
77,56,singular-dont,7,90
77,53,singular-dont,7,97
77,26,want,3,18
77,10,want,7,20
77,14,want,5,46
77,18,want,5,50
77,30,want,4,59
77,2,want,3,64
77,6,want,3,77
77,22,want,7,85
80,62,2-word-order-errors,1,15
80,57,2-word-order-errors,1,32
80,63,2-word-order-errors,1,49
80,59,2-word-order-errors,1,52
80,60,2-word-order-errors,1,76
80,58,2-word-order-errors,1,81
80,61,2-word-order-errors,1,87
80,64,2-word-order-errors,1,94
80,38,be-drop,2,9
80,33,be-drop,2,10
80,39,be-drop,1,56
80,36,be-drop,1,60
80,35,be-drop,1,69
80,40,be-drop,2,71
80,37,be-drop,1,84
80,34,be-drop,1,92
80,67,causative,7,5
80,71,causative,7,12
80,66,causative,7,25
80,69,causative,6,26
80,65,causative,7,57
80,72,causative,7,62
80,68,causative,6,79
80,70,causative,6,82
80,75,factive-say,7,6
80,77,factive-say,6,7
80,76,factive-say,7,29
80,78,factive-say,7,36
80,79,factive-say,7,38
80,74,factive-say,7,51
80,80,factive-say,7,67
80,73,factive-say,7,77
80,20,like,1,11
80,16,like,1,16
80,28,like,1,44
80,32,like,2,46
80,24,like,1,53
80,4,like,2,63
80,8,like,2,83
80,12,like,1,97
80,9,need,2,18
80,17,need,2,21
80,29,need,5,24
80,21,need,7,37
80,1,need,3,42
80,10,need,1,48
80,18,need,3,50
80,30,need,2,55
80,26,need,3,59
80,5,need,3,61
80,6,need,3,73
80,22,need,4,75
80,2,need,4,78
80,13,need,4,80
80,14,need,1,88
80,25,need,5,93
80,43,negative-concord,3,14
80,47,negative-concord,3,19
80,41,negative-concord,3,20
80,44,negative-concord,2,27
80,42,negative-concord,2,39
80,45,negative-concord,2,41
80,46,negative-concord,2,54
80,48,negative-concord,3,99
80,86,non-factive-believe,7,17
80,87,non-factive-believe,7,22
80,84,non-factive-believe,6,30
80,81,non-factive-believe,7,68
80,83,non-factive-believe,6,89
80,88,non-factive-believe,7,90
80,82,non-factive-believe,7,91
80,85,non-factive-believe,7,96
80,95,raising-seem,7,23
80,96,raising-seem,6,31
80,93,raising-seem,7,35
80,94,raising-seem,7,47
80,89,raising-seem,7,58
80,92,raising-seem,7,64
80,90,raising-seem,7,95
80,91,raising-seem,7,98
80,56,singular-dont,2,13
80,53,singular-dont,3,33
80,51,singular-dont,2,43
80,55,singular-dont,2,45
80,54,singular-dont,3,65
80,49,singular-dont,3,72
80,52,singular-dont,3,74
80,50,singular-dont,4,86
80,23,want,3,8
80,31,want,4,28
80,27,want,1,34
